inst,app,machine
inst_46029,app_8582,2791
inst_95363,app_1152,2791
inst_30671,app_8582,2792
inst_14410,app_1152,2792
inst_51255,app_8582,2793
inst_5728,app_1152,2793
inst_86691,app_8582,2794
inst_27065,app_1152,2794
inst_54408,app_8582,2795
inst_25803,app_1152,2795
inst_86875,app_8582,2796
inst_81420,app_1152,2796
inst_87520,app_8301,2797
inst_79037,app_1152,2797
inst_68215,app_1222,2797
inst_72515,app_8301,2798
inst_28823,app_1152,2798
inst_3716,app_1222,2798
inst_91803,app_8301,2799
inst_40074,app_1152,2799
inst_41102,app_1222,2799
inst_78542,app_7889,2800
inst_19225,app_1152,2800
inst_87640,app_1222,2800
inst_10907,app_7889,2801
inst_37994,app_1152,2801
inst_74945,app_1222,2801
inst_88483,app_7889,2802
inst_43064,app_1152,2802
inst_69461,app_1222,2802
inst_61372,app_7889,2803
inst_48390,app_1152,2803
inst_71502,app_1222,2803
inst_32642,app_7889,2804
inst_18326,app_1152,2804
inst_96898,app_1222,2804
inst_12031,app_7889,2805
inst_48210,app_1152,2805
inst_74353,app_1222,2805
inst_34772,app_7889,2806
inst_36721,app_1152,2806
inst_96645,app_1222,2806
inst_74785,app_7889,2807
inst_49070,app_1152,2807
inst_45187,app_1222,2807
inst_12069,app_7889,2808
inst_71988,app_1152,2808
inst_44269,app_1222,2808
inst_33522,app_7889,2809
inst_42689,app_1152,2809
inst_38094,app_1222,2809
inst_3937,app_7889,2810
inst_3692,app_1152,2810
inst_87422,app_1222,2810
inst_42899,app_7889,2811
inst_16474,app_1152,2811
inst_25738,app_1222,2811
inst_21294,app_7889,2812
inst_27897,app_1152,2812
inst_21012,app_1222,2812
inst_28436,app_7889,2813
inst_46918,app_1152,2813
inst_67128,app_1222,2813
inst_5879,app_7889,2814
inst_96637,app_1152,2814
inst_61573,app_1222,2814
inst_85886,app_7889,2815
inst_4227,app_1152,2815
inst_9918,app_1222,2815
inst_62256,app_7889,2816
inst_75075,app_1152,2816
inst_51957,app_1222,2816
inst_50562,app_7889,2817
inst_36094,app_1152,2817
inst_77654,app_1222,2817
inst_51117,app_7889,2818
inst_59010,app_1152,2818
inst_66308,app_1222,2818
inst_5518,app_7889,2819
inst_87416,app_1152,2819
inst_82337,app_1222,2819
inst_871,app_7889,2820
inst_62046,app_1152,2820
inst_34269,app_1222,2820
inst_38224,app_7889,2821
inst_78748,app_1152,2821
inst_83215,app_1222,2821
inst_37360,app_7889,2822
inst_28197,app_1152,2822
inst_46595,app_1222,2822
inst_60350,app_7889,2823
inst_22029,app_1152,2823
inst_24357,app_1222,2823
inst_95861,app_7889,2824
inst_94091,app_1152,2824
inst_75089,app_1222,2824
inst_21070,app_7889,2825
inst_63394,app_1152,2825
inst_21476,app_1222,2825
inst_47251,app_7889,2826
inst_67722,app_1152,2826
inst_39540,app_1222,2826
inst_57882,app_7889,2827
inst_33236,app_1152,2827
inst_74948,app_1222,2827
inst_82158,app_7889,2828
inst_24545,app_1152,2828
inst_92285,app_1222,2828
inst_40762,app_7889,2829
inst_15001,app_1152,2829
inst_33828,app_1222,2829
inst_13889,app_7889,2830
inst_55086,app_1152,2830
inst_65564,app_1222,2830
inst_38448,app_7889,2831
inst_31839,app_1152,2831
inst_16105,app_1222,2831
inst_89965,app_7889,2832
inst_51735,app_1152,2832
inst_31117,app_1222,2832
inst_56744,app_7889,2833
inst_86954,app_1152,2833
inst_7434,app_1222,2833
inst_47603,app_7889,2834
inst_47185,app_1152,2834
inst_48496,app_1222,2834
inst_17106,app_7889,2835
inst_94263,app_1152,2835
inst_64877,app_1222,2835
inst_53179,app_7889,2836
inst_28501,app_1152,2836
inst_33082,app_1222,2836
inst_34248,app_7889,2837
inst_99426,app_1152,2837
inst_54241,app_1222,2837
inst_66281,app_7889,2838
inst_85367,app_1152,2838
inst_93822,app_1222,2838
inst_65941,app_7889,2839
inst_85001,app_1152,2839
inst_47141,app_1222,2839
inst_71318,app_7889,2840
inst_9218,app_1152,2840
inst_35101,app_1222,2840
inst_36972,app_7889,2841
inst_66678,app_1152,2841
inst_40933,app_1222,2841
inst_50232,app_7889,2842
inst_72798,app_1152,2842
inst_79908,app_1222,2842
inst_62602,app_7889,2843
inst_30628,app_1152,2843
inst_35963,app_1222,2843
inst_45145,app_7889,2844
inst_46392,app_1152,2844
inst_23211,app_1222,2844
inst_15354,app_7889,2845
inst_67751,app_1152,2845
inst_86023,app_1222,2845
inst_97344,app_7889,2846
inst_23843,app_1152,2846
inst_6050,app_1222,2846
inst_36702,app_7889,2847
inst_34876,app_1152,2847
inst_53726,app_1222,2847
inst_6772,app_7889,2848
inst_68565,app_1152,2848
inst_5803,app_1222,2848
inst_13251,app_7889,2849
inst_60961,app_1152,2849
inst_22643,app_1222,2849
inst_29739,app_7889,2850
inst_39041,app_1152,2850
inst_9121,app_1222,2850
inst_24670,app_7889,2851
inst_57260,app_1152,2851
inst_52557,app_1222,2851
inst_42849,app_7889,2852
inst_21487,app_1152,2852
inst_24624,app_1222,2852
inst_87264,app_7889,2853
inst_59083,app_1152,2853
inst_8324,app_1222,2853
inst_74339,app_7889,2854
inst_27597,app_1152,2854
inst_23351,app_1222,2854
inst_94556,app_7889,2855
inst_10342,app_1152,2855
inst_11364,app_1222,2855
inst_5526,app_7889,2856
inst_4400,app_1152,2856
inst_36463,app_1222,2856
inst_92650,app_7889,2857
inst_78027,app_1152,2857
inst_57433,app_1222,2857
inst_5448,app_7889,2858
inst_11083,app_1152,2858
inst_97491,app_1222,2858
inst_62805,app_7889,2859
inst_64332,app_1152,2859
inst_72816,app_1222,2859
inst_79797,app_7889,2860
inst_98968,app_1152,2860
inst_70848,app_1222,2860
inst_47795,app_7889,2861
inst_63595,app_1152,2861
inst_43520,app_1222,2861
inst_65573,app_7889,2862
inst_35116,app_1152,2862
inst_9065,app_1222,2862
inst_76584,app_7889,2863
inst_67553,app_1152,2863
inst_76113,app_1222,2863
inst_83901,app_7889,2864
inst_93420,app_1152,2864
inst_79782,app_1222,2864
inst_88253,app_7889,2865
inst_12862,app_1152,2865
inst_2052,app_1222,2865
inst_67069,app_7889,2866
inst_38053,app_1152,2866
inst_93263,app_1222,2866
inst_89111,app_7889,2867
inst_59978,app_1152,2867
inst_46659,app_1222,2867
inst_33708,app_7889,2868
inst_50552,app_1152,2868
inst_27852,app_1222,2868
inst_4229,app_7889,2869
inst_82175,app_1152,2869
inst_61816,app_1222,2869
inst_8574,app_7889,2870
inst_18844,app_1152,2870
inst_75976,app_1222,2870
inst_29935,app_7889,2871
inst_41980,app_1152,2871
inst_91037,app_1222,2871
inst_84944,app_7889,2872
inst_83780,app_1152,2872
inst_63188,app_1222,2872
inst_55215,app_7889,2873
inst_32634,app_1152,2873
inst_43309,app_1222,2873
inst_28966,app_7889,2874
inst_71061,app_1152,2874
inst_78056,app_1222,2874
inst_12097,app_7889,2875
inst_78615,app_1152,2875
inst_69775,app_1222,2875
inst_66768,app_7889,2876
inst_72832,app_1152,2876
inst_55317,app_1222,2876
inst_12460,app_7889,2877
inst_47622,app_1152,2877
inst_41237,app_1222,2877
inst_20294,app_7889,2878
inst_25560,app_1152,2878
inst_93267,app_1222,2878
inst_74717,app_7889,2879
inst_40237,app_1152,2879
inst_27104,app_1222,2879
inst_52981,app_7889,2880
inst_19305,app_1152,2880
inst_20423,app_1222,2880
inst_49396,app_7889,2881
inst_60298,app_1152,2881
inst_16829,app_1222,2881
inst_55266,app_7889,2882
inst_36836,app_1152,2882
inst_86827,app_1222,2882
inst_66773,app_7889,2883
inst_65415,app_1152,2883
inst_29995,app_1222,2883
inst_57793,app_7889,2884
inst_72318,app_1152,2884
inst_87826,app_1222,2884
inst_57996,app_7889,2885
inst_63096,app_1152,2885
inst_86574,app_1222,2885
inst_2067,app_7889,2886
inst_24546,app_1152,2886
inst_12732,app_1222,2886
inst_98143,app_7889,2887
inst_7565,app_1152,2887
inst_59793,app_1222,2887
inst_36317,app_7889,2888
inst_16229,app_1152,2888
inst_28454,app_1222,2888
inst_77890,app_7889,2889
inst_50991,app_1152,2889
inst_68044,app_1222,2889
inst_53736,app_7889,2890
inst_86294,app_1152,2890
inst_7331,app_1222,2890
inst_54561,app_7889,2891
inst_49341,app_1152,2891
inst_15464,app_1222,2891
inst_84408,app_7889,2892
inst_24771,app_1152,2892
inst_84175,app_1222,2892
inst_5457,app_7889,2893
inst_29360,app_1152,2893
inst_35592,app_1222,2893
inst_19790,app_7889,2894
inst_67843,app_1152,2894
inst_6364,app_1222,2894
inst_78126,app_7889,2895
inst_86029,app_1152,2895
inst_83917,app_1222,2895
inst_99481,app_7889,2896
inst_86797,app_1152,2896
inst_44180,app_1222,2896
inst_49619,app_7889,2897
inst_89325,app_1152,2897
inst_96298,app_1222,2897
inst_35189,app_7889,2898
inst_99277,app_1152,2898
inst_45826,app_1222,2898
inst_10883,app_7889,2899
inst_87234,app_1152,2899
inst_62919,app_1222,2899
inst_10625,app_7889,2900
inst_78980,app_1152,2900
inst_58646,app_1222,2900
inst_21864,app_7889,2901
inst_3168,app_1152,2901
inst_68469,app_1222,2901
inst_89020,app_7889,2902
inst_30416,app_1152,2902
inst_71184,app_1222,2902
inst_27815,app_7889,2903
inst_14327,app_1152,2903
inst_99002,app_1222,2903
inst_54046,app_7889,2904
inst_9508,app_1152,2904
inst_81746,app_1222,2904
inst_16413,app_7889,2905
inst_89599,app_1152,2905
inst_32687,app_1222,2905
inst_94291,app_7889,2906
inst_80013,app_1152,2906
inst_63629,app_1222,2906
inst_62110,app_7889,2907
inst_89155,app_1152,2907
inst_56222,app_1222,2907
inst_65379,app_7889,2908
inst_49775,app_1152,2908
inst_12728,app_1222,2908
inst_84113,app_7889,2909
inst_38796,app_1152,2909
inst_94718,app_1222,2909
inst_99068,app_7889,2910
inst_52425,app_1152,2910
inst_79265,app_1222,2910
inst_92072,app_7889,2911
inst_19114,app_1152,2911
inst_81694,app_1222,2911
inst_43378,app_7889,2912
inst_38641,app_1152,2912
inst_73440,app_1222,2912
inst_64586,app_7889,2913
inst_29932,app_1152,2913
inst_60187,app_1222,2913
inst_73638,app_7889,2914
inst_6954,app_1152,2914
inst_4552,app_1222,2914
inst_63391,app_7889,2915
inst_89978,app_1152,2915
inst_13819,app_1222,2915
inst_21681,app_7889,2916
inst_27780,app_1152,2916
inst_79652,app_1222,2916
inst_20167,app_7889,2917
inst_12235,app_1152,2917
inst_13064,app_1222,2917
inst_88216,app_7889,2918
inst_22687,app_1152,2918
inst_97639,app_1195,2918
inst_84149,app_7889,2919
inst_56191,app_1152,2919
inst_24929,app_1195,2919
inst_32076,app_7889,2920
inst_83117,app_1152,2920
inst_31736,app_1195,2920
inst_14897,app_7889,2921
inst_36916,app_1152,2921
inst_95913,app_1195,2921
inst_68338,app_7889,2922
inst_10076,app_1152,2922
inst_55363,app_1195,2922
inst_22817,app_7889,2923
inst_8424,app_1152,2923
inst_77432,app_1195,2923
inst_18223,app_7889,2924
inst_39198,app_1152,2924
inst_72641,app_1153,2924
inst_55261,app_7889,2925
inst_23135,app_1152,2925
inst_3883,app_1153,2925
inst_92812,app_7889,2926
inst_89971,app_1152,2926
inst_65923,app_1153,2926
inst_83447,app_7889,2927
inst_26837,app_1152,2927
inst_28623,app_1153,2927
inst_6356,app_7889,2928
inst_13371,app_1152,2928
inst_3221,app_1153,2928
inst_97440,app_7889,2929
inst_93142,app_1152,2929
inst_7783,app_1153,2929
inst_8330,app_7889,2930
inst_32164,app_1152,2930
inst_80174,app_1153,2930
inst_58543,app_7889,2931
inst_41757,app_1152,2931
inst_54710,app_1153,2931
inst_48021,app_7889,2932
inst_43924,app_1152,2932
inst_74002,app_1153,2932
inst_97262,app_7889,2933
inst_70623,app_1152,2933
inst_73373,app_1153,2933
inst_59068,app_7889,2934
inst_78651,app_1152,2934
inst_76596,app_1153,2934
inst_28815,app_7889,2935
inst_11071,app_1152,2935
inst_24094,app_1153,2935
inst_52969,app_7889,2936
inst_72918,app_1152,2936
inst_79071,app_1153,2936
inst_71690,app_7889,2937
inst_42959,app_1152,2937
inst_78526,app_1153,2937
inst_93110,app_7889,2938
inst_5507,app_1152,2938
inst_2148,app_1153,2938
inst_8776,app_7889,2939
inst_97948,app_1152,2939
inst_63035,app_1153,2939
inst_72541,app_7889,2940
inst_8487,app_1152,2940
inst_8077,app_1153,2940
inst_4476,app_7889,2941
inst_65452,app_1152,2941
inst_2257,app_1153,2941
inst_51848,app_7889,2942
inst_73581,app_1152,2942
inst_63241,app_1153,2942
inst_24307,app_7889,2943
inst_29261,app_1152,2943
inst_33789,app_1153,2943
inst_8097,app_7889,2944
inst_5972,app_1152,2944
inst_91221,app_1153,2944
inst_19849,app_7889,2945
inst_31900,app_1152,2945
inst_63231,app_1153,2945
inst_21754,app_7889,2946
inst_90528,app_1152,2946
inst_72210,app_1153,2946
inst_88685,app_7889,2947
inst_88692,app_1152,2947
inst_81931,app_1153,2947
inst_29225,app_7889,2948
inst_22425,app_1152,2948
inst_82501,app_1153,2948
inst_76423,app_7889,2949
inst_20116,app_1152,2949
inst_16453,app_1153,2949
inst_55054,app_7889,2950
inst_3165,app_1152,2950
inst_95090,app_1153,2950
inst_61650,app_7889,2951
inst_19226,app_1152,2951
inst_65470,app_1153,2951
inst_34570,app_7889,2952
inst_87908,app_1152,2952
inst_17764,app_1153,2952
inst_60223,app_7889,2953
inst_92743,app_1152,2953
inst_98489,app_1153,2953
inst_81299,app_7889,2954
inst_14087,app_1152,2954
inst_64705,app_1153,2954
inst_81845,app_7889,2955
inst_55515,app_1152,2955
inst_6558,app_1153,2955
inst_56198,app_7889,2956
inst_73167,app_1152,2956
inst_1554,app_1153,2956
inst_96840,app_7889,2957
inst_47850,app_1152,2957
inst_38907,app_1153,2957
inst_89065,app_7889,2958
inst_84354,app_1152,2958
inst_15029,app_1153,2958
inst_15860,app_7889,2959
inst_68430,app_1152,2959
inst_38783,app_1153,2959
inst_23151,app_7889,2960
inst_8391,app_1152,2960
inst_75469,app_1153,2960
inst_17589,app_7889,2961
inst_34194,app_1152,2961
inst_72729,app_1153,2961
inst_6057,app_7889,2962
inst_34668,app_1152,2962
inst_3057,app_1153,2962
inst_40793,app_7889,2963
inst_2730,app_1152,2963
inst_30366,app_1153,2963
inst_83600,app_7889,2964
inst_25016,app_1152,2964
inst_70201,app_1153,2964
inst_98292,app_7889,2965
inst_57226,app_1152,2965
inst_71697,app_1153,2965
inst_42667,app_7889,2966
inst_59859,app_1152,2966
inst_52364,app_1153,2966
inst_91607,app_7889,2967
inst_98544,app_1152,2967
inst_85210,app_1153,2967
inst_72323,app_7889,2968
inst_3000,app_1152,2968
inst_8055,app_1153,2968
inst_70729,app_7889,2969
inst_82757,app_1152,2969
inst_50813,app_1153,2969
inst_60318,app_7889,2970
inst_93913,app_1152,2970
inst_69010,app_1153,2970
inst_61922,app_7889,2971
inst_55770,app_1152,2971
inst_52055,app_1153,2971
inst_71344,app_7889,2972
inst_7128,app_1152,2972
inst_20656,app_1153,2972
inst_19528,app_7889,2973
inst_41697,app_1152,2973
inst_8630,app_1153,2973
inst_54067,app_7889,2974
inst_25668,app_1152,2974
inst_83409,app_1153,2974
inst_21355,app_7889,2975
inst_30661,app_1152,2975
inst_15223,app_1153,2975
inst_95862,app_7889,2976
inst_71155,app_1152,2976
inst_69328,app_1153,2976
inst_12456,app_7889,2977
inst_52147,app_1051,2977
inst_69952,app_1153,2977
inst_47220,app_7889,2978
inst_55716,app_1051,2978
inst_98467,app_1153,2978
inst_23321,app_7889,2979
inst_99016,app_1024,2979
inst_38211,app_1051,2979
inst_92687,app_7889,2980
inst_69979,app_1024,2980
inst_53589,app_1051,2980
inst_26996,app_7889,2981
inst_92557,app_1024,2981
inst_5089,app_1051,2981
inst_6537,app_7889,2982
inst_23600,app_1024,2982
inst_41590,app_1051,2982
inst_85875,app_7889,2983
inst_68231,app_1024,2983
inst_44963,app_1051,2983
inst_44017,app_7889,2984
inst_84320,app_1024,2984
inst_86089,app_1051,2984
inst_82369,app_7889,2985
inst_77560,app_1024,2985
inst_50582,app_1051,2985
inst_69123,app_7889,2986
inst_16450,app_1024,2986
inst_7686,app_1051,2986
inst_19888,app_7889,2987
inst_2981,app_1024,2987
inst_88672,app_1051,2987
inst_20971,app_7889,2988
inst_83260,app_1024,2988
inst_40967,app_1051,2988
inst_64198,app_7889,2989
inst_33549,app_1024,2989
inst_45087,app_1051,2989
inst_13785,app_7889,2990
inst_6124,app_1024,2990
inst_41357,app_1051,2990
inst_61944,app_7889,2991
inst_32661,app_1024,2991
inst_64391,app_1051,2991
inst_97221,app_7889,2992
inst_81270,app_1024,2992
inst_21091,app_1051,2992
inst_16883,app_7889,2993
inst_2682,app_1024,2993
inst_67045,app_1051,2993
inst_34050,app_7889,2994
inst_16342,app_1024,2994
inst_60955,app_1051,2994
inst_80075,app_7889,2995
inst_996,app_1024,2995
inst_91772,app_1051,2995
inst_20526,app_7889,2996
inst_21617,app_1024,2996
inst_59557,app_1051,2996
inst_54388,app_7889,2997
inst_16825,app_1024,2997
inst_37468,app_1051,2997
inst_24167,app_7889,2998
inst_6161,app_1024,2998
inst_24809,app_1051,2998
inst_1774,app_7889,2999
inst_56363,app_1024,2999
inst_58945,app_1051,2999
inst_13381,app_7889,3000
inst_5523,app_1024,3000
inst_87449,app_1051,3000
inst_28542,app_7889,3001
inst_79889,app_1153,3001
inst_13567,app_1328,3001
inst_29720,app_6269,3001
inst_4971,app_798,3001
inst_90942,app_9269,3001
inst_92798,app_7889,3002
inst_92979,app_8842,3002
inst_25946,app_147,3002
inst_18269,app_3169,3002
inst_72782,app_2186,3002
inst_57937,app_9269,3002
inst_53404,app_7889,3003
inst_87847,app_4039,3003
inst_37768,app_8767,3003
inst_38077,app_3327,3003
inst_31183,app_1599,3003
inst_27138,app_1222,3003
inst_58100,app_7889,3004
inst_50758,app_5905,3004
inst_65008,app_3213,3004
inst_58854,app_3864,3004
inst_96994,app_1599,3004
inst_26603,app_3250,3004
inst_15297,app_1152,3004
inst_40285,app_1222,3004
inst_40101,app_7889,3005
inst_77025,app_2964,3005
inst_46764,app_2185,3005
inst_21645,app_1599,3005
inst_48106,app_1222,3005
inst_43630,app_7889,3006
inst_34945,app_1952,3006
inst_93254,app_8554,3006
inst_69691,app_3494,3006
inst_6327,app_3657,3006
inst_46038,app_3327,3006
inst_9511,app_1405,3006
inst_99493,app_2767,3006
inst_67812,app_1222,3006
inst_54676,app_7889,3007
inst_38218,app_1509,3007
inst_88603,app_1195,3007
inst_20424,app_2485,3007
inst_50536,app_9269,3007
inst_35719,app_7889,3008
inst_39214,app_4998,3008
inst_61227,app_2767,3008
inst_8688,app_626,3008
inst_23584,app_1509,3008
inst_10287,app_8554,3008
inst_19612,app_1391,3008
inst_27456,app_1952,3008
inst_57650,app_3494,3008
inst_28074,app_1884,3008
inst_82904,app_9269,3008
inst_19502,app_7889,3009
inst_87776,app_3343,3009
inst_18145,app_1391,3009
inst_54824,app_6393,3009
inst_68461,app_3802,3009
inst_76916,app_5264,3009
inst_99454,app_1222,3009
inst_6777,app_7889,3010
inst_28603,app_7001,3010
inst_81950,app_5418,3010
inst_11890,app_3487,3010
inst_35971,app_5689,3010
inst_16403,app_3802,3010
inst_80663,app_7309,3010
inst_73444,app_1683,3010
inst_37286,app_1222,3010
inst_13159,app_7889,3011
inst_91050,app_3487,3011
inst_68500,app_5165,3011
inst_97069,app_6455,3011
inst_57042,app_9269,3011
inst_59546,app_7889,3012
inst_83546,app_1683,3012
inst_88656,app_6911,3012
inst_18649,app_3487,3012
inst_31764,app_8842,3012
inst_49729,app_1884,3012
inst_32710,app_3654,3012
inst_5297,app_726,3012
inst_41192,app_1952,3012
inst_87141,app_9269,3012
inst_25465,app_7889,3013
inst_30211,app_9095,3013
inst_35450,app_3731,3013
inst_54048,app_1405,3013
inst_47789,app_9269,3013
inst_50889,app_7889,3014
inst_62352,app_3731,3014
inst_72396,app_3343,3014
inst_93682,app_3327,3014
inst_42227,app_1952,3014
inst_55025,app_2033,3014
inst_35066,app_5264,3014
inst_70978,app_9269,3014
inst_93082,app_7889,3015
inst_83807,app_6393,3015
inst_93436,app_3250,3015
inst_59212,app_1051,3015
inst_89906,app_3634,3015
inst_49957,app_4698,3015
inst_27022,app_2692,3015
inst_17668,app_1222,3015
inst_26968,app_7889,3016
inst_72238,app_4568,3016
inst_77761,app_2964,3016
inst_34328,app_2487,3016
inst_80915,app_8842,3016
inst_96691,app_2186,3016
inst_65810,app_7338,3016
inst_94633,app_9269,3016
inst_62198,app_7889,3017
inst_21531,app_798,3017
inst_54614,app_6123,3017
inst_81288,app_6230,3017
inst_53229,app_3654,3017
inst_66654,app_3169,3017
inst_6653,app_9269,3017
inst_15199,app_7889,3018
inst_57329,app_5264,3018
inst_77341,app_1222,3018
inst_39219,app_3634,3018
inst_64449,app_2964,3018
inst_34267,app_9095,3018
inst_63130,app_7889,3019
inst_43144,app_3487,3019
inst_27361,app_1728,3019
inst_10358,app_3077,3019
inst_40270,app_4169,3019
inst_72109,app_1328,3019
inst_73763,app_726,3019
inst_900,app_4648,3019
inst_60667,app_7613,3019
inst_28674,app_1222,3019
inst_71470,app_7889,3020
inst_71612,app_3994,3020
inst_97697,app_2485,3020
inst_34020,app_3213,3020
inst_16592,app_4169,3020
inst_4210,app_3250,3020
inst_88104,app_3283,3020
inst_72275,app_1024,3020
inst_54858,app_7889,3021
inst_74783,app_3487,3021
inst_26899,app_8767,3021
inst_68444,app_1443,3021
inst_13533,app_3637,3021
inst_10030,app_1051,3021
inst_61484,app_1728,3021
inst_27417,app_3343,3021
inst_48689,app_1222,3021
inst_22911,app_7889,3022
inst_64814,app_4749,3022
inst_1151,app_7217,3022
inst_89780,app_3077,3022
inst_14386,app_6694,3022
inst_46111,app_1222,3022
inst_61607,app_7889,3023
inst_80144,app_3634,3023
inst_82853,app_8842,3023
inst_70836,app_726,3023
inst_57387,app_1599,3023
inst_68552,app_8554,3023
inst_39680,app_3169,3023
inst_16820,app_3994,3023
inst_34763,app_1509,3023
inst_66455,app_7889,3024
inst_82681,app_5165,3024
inst_99543,app_6269,3024
inst_49513,app_3590,3024
inst_61655,app_8842,3024
inst_41416,app_1683,3024
inst_55430,app_2486,3024
inst_8255,app_2767,3024
inst_90117,app_1310,3024
inst_4647,app_7889,3025
inst_33343,app_3657,3025
inst_60763,app_2850,3025
inst_91223,app_1509,3025
inst_86820,app_1599,3025
inst_52503,app_726,3025
inst_56925,app_1443,3025
inst_14795,app_1222,3025
inst_27575,app_7889,3026
inst_46316,app_9269,3026
inst_73270,app_9145,3026
inst_61053,app_4648,3026
inst_82399,app_1391,3026
inst_71258,app_3634,3026
inst_60868,app_7889,3027
inst_85402,app_1952,3027
inst_53072,app_7733,3027
inst_87849,app_3169,3027
inst_25602,app_7486,3027
inst_63790,app_3657,3027
inst_76116,app_1152,3027
inst_24875,app_2486,3027
inst_35237,app_1222,3027
inst_85219,app_7889,3028
inst_95202,app_1391,3028
inst_58108,app_1328,3028
inst_84807,app_4749,3028
inst_33057,app_3327,3028
inst_85852,app_9269,3028
inst_61836,app_7889,3029
inst_53013,app_798,3029
inst_80123,app_2033,3029
inst_96680,app_9269,3029
inst_3063,app_6393,3029
inst_65408,app_6123,3029
inst_47031,app_5264,3029
inst_78141,app_7486,3029
inst_84950,app_7889,3030
inst_28786,app_4998,3030
inst_63182,app_3250,3030
inst_87563,app_4531,3030
inst_97275,app_7935,3030
inst_37822,app_1310,3030
inst_80603,app_3199,3030
inst_25842,app_2033,3030
inst_87506,app_1222,3030
inst_13697,app_7889,3031
inst_8590,app_1509,3031
inst_32280,app_5689,3031
inst_13378,app_7935,3031
inst_5975,app_3731,3031
inst_13216,app_1778,3031
inst_12384,app_5264,3031
inst_19584,app_9269,3031
inst_42774,app_7889,3032
inst_56281,app_1195,3032
inst_2084,app_7217,3032
inst_60701,app_3494,3032
inst_16995,app_6269,3032
inst_33986,app_1683,3032
inst_68146,app_1599,3032
inst_27103,app_1051,3032
inst_15359,app_7889,3033
inst_66412,app_798,3033
inst_62904,app_3487,3033
inst_28271,app_6694,3033
inst_8535,app_726,3033
inst_21357,app_3169,3033
inst_49082,app_1683,3033
inst_58565,app_1328,3033
inst_25150,app_3494,3033
inst_95289,app_5689,3033
inst_79949,app_9269,3033
inst_70376,app_7889,3034
inst_95349,app_1509,3034
inst_39872,app_1222,3034
inst_89503,app_9095,3034
inst_21912,app_7613,3034
inst_54744,app_1728,3034
inst_30600,app_8767,3034
inst_96382,app_3494,3034
inst_82897,app_3169,3034
inst_59223,app_6123,3034
inst_48811,app_2964,3034
inst_60275,app_3637,3034
inst_4873,app_7889,3035
inst_2458,app_9145,3035
inst_81495,app_1599,3035
inst_96121,app_3327,3035
inst_11616,app_6393,3035
inst_45518,app_1222,3035
inst_94303,app_7889,3036
inst_3356,app_1024,3036
inst_4773,app_3213,3036
inst_83545,app_5264,3036
inst_80159,app_3250,3036
inst_5653,app_9145,3036
inst_92969,app_22,3036
inst_7818,app_626,3036
inst_74306,app_2767,3036
inst_80016,app_7889,3037
inst_93719,app_1152,3037
inst_80342,app_3731,3037
inst_27819,app_1391,3037
inst_35987,app_2033,3037
inst_28940,app_3654,3037
inst_86219,app_7394,3037
inst_47652,app_7889,3038
inst_8747,app_3802,3038
inst_3271,app_2485,3038
inst_89070,app_5689,3038
inst_52209,app_2964,3038
inst_84885,app_3994,3038
inst_89479,app_8554,3038
inst_33880,app_2486,3038
inst_42886,app_1728,3038
inst_41642,app_7889,3039
inst_41519,app_1900,3039
inst_32318,app_1405,3039
inst_22206,app_9052,3039
inst_4202,app_3634,3039
inst_11571,app_147,3039
inst_85909,app_782,3039
inst_2966,app_9269,3039
inst_40218,app_7889,3040
inst_18855,app_4531,3040
inst_54766,app_1195,3040
inst_88455,app_8653,3040
inst_68410,app_1153,3040
inst_26818,app_3343,3040
inst_1343,app_4039,3040
inst_52916,app_2850,3040
inst_38632,app_4568,3040
inst_54962,app_9269,3040
inst_81295,app_7889,3041
inst_6298,app_3283,3041
inst_93060,app_2263,3041
inst_13917,app_726,3041
inst_71458,app_8767,3041
inst_54674,app_9269,3041
inst_78669,app_3213,3041
inst_54495,app_1391,3041
inst_71253,app_3864,3041
inst_88824,app_2964,3041
inst_76348,app_7935,3041
inst_36036,app_1051,3041
inst_42796,app_7889,3042
inst_40615,app_3864,3042
inst_26260,app_1509,3042
inst_49516,app_7394,3042
inst_70296,app_1778,3042
inst_15849,app_1683,3042
inst_59669,app_1152,3042
inst_28872,app_7889,3043
inst_77031,app_5264,3043
inst_18015,app_3637,3043
inst_21598,app_1900,3043
inst_44036,app_1778,3043
inst_56102,app_1683,3043
inst_91201,app_6230,3043
inst_85502,app_147,3043
inst_82147,app_2487,3043
inst_36935,app_92,3043
inst_18758,app_7889,3044
inst_74931,app_6694,3044
inst_77690,app_4568,3044
inst_45582,app_7309,3044
inst_66025,app_7935,3044
inst_19252,app_92,3044
inst_31537,app_5820,3044
inst_62806,app_9269,3044
inst_74267,app_7889,3045
inst_5956,app_7443,3045
inst_31532,app_147,3045
inst_74213,app_1683,3045
inst_10556,app_3634,3045
inst_91502,app_7338,3045
inst_51896,app_9052,3045
inst_75410,app_1509,3045
inst_86003,app_3250,3045
inst_82835,app_3343,3045
inst_14963,app_1391,3045
inst_70651,app_3213,3045
inst_17566,app_7889,3046
inst_13298,app_9049,3046
inst_71566,app_6694,3046
inst_50491,app_4749,3046
inst_56253,app_3283,3046
inst_87664,app_4998,3046
inst_3744,app_8767,3046
inst_84671,app_9052,3046
inst_84889,app_1778,3046
inst_84014,app_7935,3046
inst_70348,app_7001,3046
inst_54457,app_9269,3046
inst_65875,app_7889,3047
inst_25696,app_3802,3047
